enterprise;organization;system;owner;environment;site;language;full_member;member;item_type;item;relationship;full_member_related;member_related;item_type_related;item_related;hash;hash_related;sequencing;structure;label;level;language_cross;date;time,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.ProcessConfiguration;ProcessConfiguration;CLASS;ProcessConfiguration;Names;.ProcessConfiguration;ProcessConfiguration;JAVA_FILE_NAME;ProcessConfiguration;1b4703b0b25710bc1eeedf183d3c623f1b46418b3454ef6e0e4b5a00c7d97338;7e90badc578cc3a908c2dd175ed4eaafa3360009024abbfe3fdfddf97b48fecb;15;structure;label;level;language_cross;2023-03-13;1678704707548691400,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.ProcessConfiguration;ProcessConfiguration;CLASS;ProcessConfiguration;Summons;br.com.itspay.proc0105.config.jobBuilder;jobBuilder;CLASS;jobBuilder;1b4703b0b25710bc1eeedf183d3c623f1b46418b3454ef6e0e4b5a00c7d97338;094c1f13a43ec2f33db3150f740b5bc994b29bb822b53e1befe42852a5cb06a5;30;structure;label;level;language_cross;2023-03-13;1678704707551694400,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.ProcessConfiguration;ProcessConfiguration;CLASS;ProcessConfiguration;Summons;br.com.itspay.proc0105.config.;;CLASS;;1b4703b0b25710bc1eeedf183d3c623f1b46418b3454ef6e0e4b5a00c7d97338;1a386511eac6b19b8ec62fd55f321b9f8b524d826ec1fb416949e05dc22f753b;67;structure;label;level;language_cross;2023-03-13;1678704707555727900,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.ProcessConfiguration;ProcessConfiguration;CLASS;ProcessConfiguration;Summons;UNIDENTIFIED_JAVA_LIB.UNIDENTIFIED_JAVA_CLASS;UNIDENTIFIED_JAVA_CLASS;CLASS;UNIDENTIFIED_JAVA_CLASS;1b4703b0b25710bc1eeedf183d3c623f1b46418b3454ef6e0e4b5a00c7d97338;550806a88215d4c56bdf0634906892e31130fbe539afa99ac5dbae01d2c0b46b;20;structure;label;level;language_cross;2023-03-13;1678704707549691500,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.ProcessConfiguration;ProcessConfiguration;CLASS;ProcessConfiguration;Summons;br.com.itspay.proc0189.config.ProcessConfiguration;stepBuilderFactory;CLASS;stepBuilderFactory;1b4703b0b25710bc1eeedf183d3c623f1b46418b3454ef6e0e4b5a00c7d97338;59e424ed8cd7dcd1f94137b4ee905d9edec43750dc4b14e03177aee48de7d8fd;64;structure;label;level;language_cross;2023-03-13;1678704708044509900,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.ProcessConfiguration;ProcessConfiguration;CLASS;ProcessConfiguration;Summons;br.com.itspay.proc0105.config.ProcessConfiguration;SpringContextUtil;CLASS;SpringContextUtil;1b4703b0b25710bc1eeedf183d3c623f1b46418b3454ef6e0e4b5a00c7d97338;6a6551e6677436f3e30b89dda16420361b351e863687a89b95782c4fa543c587;69;structure;label;level;language_cross;2023-03-13;1678704707555727900,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.ProcessConfiguration;ProcessConfiguration;CLASS;ProcessConfiguration;Summons;br.com.itspay.proc0189.config.ProcessConfiguration;core;CLASS;core;1b4703b0b25710bc1eeedf183d3c623f1b46418b3454ef6e0e4b5a00c7d97338;7ba13c054d4e72961fd1b88f624bb6791abfe5f7bb6f6505ae830728ff0fc0d5;61;structure;label;level;language_cross;2023-03-13;1678704708044509900,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.ProcessConfiguration;ProcessConfiguration;CLASS;ProcessConfiguration;Summons;br.com.itspay.proc0105.config.step;step;CLASS;step;1b4703b0b25710bc1eeedf183d3c623f1b46418b3454ef6e0e4b5a00c7d97338;7e0f192a39de2704e09907b4a31566150bf06fc06381bb8e8cc6094cc11b6bd8;84;structure;label;level;language_cross;2023-03-13;1678704707557774900,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.ProcessConfiguration;ProcessConfiguration;CLASS;ProcessConfiguration;Summons;br.com.itspay.proc0105.config.ProcessConfiguration;item;CLASS;item;1b4703b0b25710bc1eeedf183d3c623f1b46418b3454ef6e0e4b5a00c7d97338;8d84745c3e323c7ad7a07b18233c22cb4a94b4e53a19fc36c5134a2c1ac7472a;38;structure;label;level;language_cross;2023-03-13;1678704707552694200,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.ProcessConfiguration;ProcessConfiguration;CLASS;ProcessConfiguration;Summons;br.com.itspay.proc0189.config.pedido;pedido;CLASS;pedido;1b4703b0b25710bc1eeedf183d3c623f1b46418b3454ef6e0e4b5a00c7d97338;903d1a40b5a4155c79e927281c496a16338067755aa702548222ab33d1170a89;166;structure;label;level;language_cross;2023-03-13;1678704708054691800,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.ProcessConfiguration;ProcessConfiguration;CLASS;ProcessConfiguration;Summons;br.com.itspay.proc0189.config.registros;registros;CLASS;registros;1b4703b0b25710bc1eeedf183d3c623f1b46418b3454ef6e0e4b5a00c7d97338;9b6533431659b2220380ab84d60d5de944986ecc63ed74f9b6a4c85d31c7c3f5;156;structure;label;level;language_cross;2023-03-13;1678704708053680900,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.ProcessConfiguration;ProcessConfiguration;CLASS;ProcessConfiguration;Summons;br.com.itspay.proc0189.config.jobBuilder;jobBuilder;CLASS;jobBuilder;1b4703b0b25710bc1eeedf183d3c623f1b46418b3454ef6e0e4b5a00c7d97338;a9725dd9ad1bbccbe4c392f94d777d3a1a898276e23f5364275e09a9a08a2f7f;59;structure;label;level;language_cross;2023-03-13;1678704708044509900,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.ProcessConfiguration;ProcessConfiguration;CLASS;ProcessConfiguration;Summons;br.com.itspay.proc0105.config.item;item;CLASS;item;1b4703b0b25710bc1eeedf183d3c623f1b46418b3454ef6e0e4b5a00c7d97338;aa6cbe042e7572af268b64fd345cd118fdf00ecd6b0f728e3cfe6ce00985d191;62;structure;label;level;language_cross;2023-03-13;1678704707554712300,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.ProcessConfiguration;ProcessConfiguration;CLASS;ProcessConfiguration;Summons;br.com.itspay.proc0189.config.stepBuilderFactory;stepBuilderFactory;CLASS;stepBuilderFactory;1b4703b0b25710bc1eeedf183d3c623f1b46418b3454ef6e0e4b5a00c7d97338;ad80813a408e7efc7f84cf738bce1eec4b98cf0c7dd275dec12fd900ae3a899f;74;structure;label;level;language_cross;2023-03-13;1678704708045512400,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.ProcessConfiguration;ProcessConfiguration;CLASS;ProcessConfiguration;Summons;br.com.itspay.proc0189.config.atualizar;atualizar;CLASS;atualizar;1b4703b0b25710bc1eeedf183d3c623f1b46418b3454ef6e0e4b5a00c7d97338;afc51b8b819b4a7860b1ee9691e6c613f4052cbd52216f01dc57977bd441e327;164;structure;label;level;language_cross;2023-03-13;1678704708054691800,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.ProcessConfiguration;ProcessConfiguration;CLASS;ProcessConfiguration;Summons;br.com.itspay.proc0189.config.ProcessConfiguration;jobBuilder;CLASS;jobBuilder;1b4703b0b25710bc1eeedf183d3c623f1b46418b3454ef6e0e4b5a00c7d97338;b03bcfa27e35c42c0c03e3a5f838a22538649ace30d0b8afd23f54f2d60a1a91;28;structure;label;level;language_cross;2023-03-13;1678704708042506100,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.ProcessConfiguration;ProcessConfiguration;CLASS;ProcessConfiguration;Summons;br.com.itspay.proc0105.config.ProcessConfiguration;core;CLASS;core;1b4703b0b25710bc1eeedf183d3c623f1b46418b3454ef6e0e4b5a00c7d97338;c216891eb3e7d96edf02e61e435daf1d817d237962da3dfe200a2ab5dba1d996;32;structure;label;level;language_cross;2023-03-13;1678704707551694400,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.ProcessConfiguration;ProcessConfiguration;CLASS;ProcessConfiguration;Summons;br.com.itspay.proc0105.config.ProcessConfiguration;jobBuilder;CLASS;jobBuilder;1b4703b0b25710bc1eeedf183d3c623f1b46418b3454ef6e0e4b5a00c7d97338;dbfa984307b7a7477f38d24fc89c770e8bfa7fecb5d15a1a692ba4dafd7ec720;23;structure;label;level;language_cross;2023-03-13;1678704707550692100,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.ProcessConfiguration;ProcessConfiguration;CLASS;ProcessConfiguration;Summons;br.com.itspay.proc0189.config.annotation;annotation;CLASS;annotation;1b4703b0b25710bc1eeedf183d3c623f1b46418b3454ef6e0e4b5a00c7d97338;ddf02ac039e8dea5caf5edddfc7abc11036089c4829774bf9a812246a5e217b0;154;structure;label;level;language_cross;2023-03-13;1678704708053680900,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.ProcessConfiguration;ProcessConfiguration;CLASS;ProcessConfiguration;Summons;br.com.itspay.proc.util.SpringContextUtil;SpringContextUtil;CLASS;SpringContextUtil;1b4703b0b25710bc1eeedf183d3c623f1b46418b3454ef6e0e4b5a00c7d97338;f6cafe19012fc3499526d9ee41bc0b944b71ef257154b9863e8f2b20f2343fd2;73;structure;label;level;language_cross;2023-03-13;1678704707556740600,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;br.com.itspay.proc0105.dto;JcardDTO;METHOD;setType;Invokes;UNIDENTIFIED_JAVA_LIB.UNIDENTIFIED_JAVA_CLASS;UNIDENTIFIED_JAVA_CLASS;METHOD;getFreedata;1b980d3f4073e4f0c2e6dec3fe9f40b4518501d6ca2c0b681dd7985144d401a2;ba67086c7b2d7d940375521a43f25359ab259a7e7cd336fb78be56403271ee88;50;structure;label;level;language_cross;2023-03-13;1678704707610705600,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.model.ContaPagamento.jad;ContaPagamento;CLASS;ContaPagamento.jad;Gets;br.com.itspay.proc0105.model.ContaPagamento;ContaPagamento;FIELD;dtUltimaCompra;1c07b7ddb73fd8dfb8afd65d2933a1730c8a15bcb3e8b0c0d899cbed9b80207f;1c58620acd231ea3938063d886c6472fd748538caf9bf66060912570172f0096;16;structure;label;level;language_cross;2023-03-13;1678732657404993300,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.model.ContaPagamento.jad;ContaPagamento;CLASS;ContaPagamento.jad;Gets;br.com.itspay.proc0105.model.ContaPagamento;ContaPagamento;FIELD;idAccountCode;1c07b7ddb73fd8dfb8afd65d2933a1730c8a15bcb3e8b0c0d899cbed9b80207f;42453b30353e6eeba96704864fe0c4eb16d3d69500be965405b5296a1ded3459;28;structure;label;level;language_cross;2023-03-13;1678732657405994000,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.model.ContaPagamento.jad;ContaPagamento;CLASS;ContaPagamento.jad;Gets;br.com.itspay.proc0105.model.ContaPagamento;ContaPagamento;FIELD;dtUltimoSaque;1c07b7ddb73fd8dfb8afd65d2933a1730c8a15bcb3e8b0c0d899cbed9b80207f;5177ba40b4ea628d9c643c75f1799a66c8a180db8bf46136bf9f0545758bae91;20;structure;label;level;language_cross;2023-03-13;1678732657404993300,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.model.ContaPagamento.jad;ContaPagamento;CLASS;ContaPagamento.jad;Gets;br.com.itspay.proc0105.model.ContaPagamento;ContaPagamento;FIELD;produtoInstituicao;1c07b7ddb73fd8dfb8afd65d2933a1730c8a15bcb3e8b0c0d899cbed9b80207f;5d60f582796bd054f356827fc75ff9cb72de2f31b1014ffe7e9ef61f631a0f30;32;structure;label;level;language_cross;2023-03-13;1678732657406994200,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.model.ContaPagamento.jad;ContaPagamento;CLASS;ContaPagamento.jad;Gets;br.com.itspay.proc0105.model.ContaPagamento;ContaPagamento;FIELD;idProdPlat;1c07b7ddb73fd8dfb8afd65d2933a1730c8a15bcb3e8b0c0d899cbed9b80207f;6e664926463671c541c2a5f3a082baf5d65bc36c16243c1514cfaf69bdd942fe;24;structure;label;level;language_cross;2023-03-13;1678732657405994000,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.model.ContaPagamento.jad;ContaPagamento;CLASS;ContaPagamento.jad;Gets;br.com.itspay.proc0105.model.ContaPagamento;ContaPagamento;FIELD;idConta;1c07b7ddb73fd8dfb8afd65d2933a1730c8a15bcb3e8b0c0d899cbed9b80207f;c28007ed6d090871eaf3bd964fb417ba23d46ffee25416f96b177993eb6eee12;8;structure;label;level;language_cross;2023-03-13;1678732657403994600,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.model.ContaPagamento.jad;ContaPagamento;CLASS;ContaPagamento.jad;Gets;br.com.itspay.proc0105.model.ContaPagamento;ContaPagamento;FIELD;dtUltimaCarga;1c07b7ddb73fd8dfb8afd65d2933a1730c8a15bcb3e8b0c0d899cbed9b80207f;fc141fc0547257db3c7bda4af92ff7084ecc54589e520535aa5299f86713e382;12;structure;label;level;language_cross;2023-03-13;1678732657403994600,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.model.ContaPagamento.jad;ContaPagamento;CLASS;ContaPagamento.jad;Puts;br.com.itspay.proc0105.model.ContaPagamento;ContaPagamento;FIELD;dtUltimaCompra;1c07b7ddb73fd8dfb8afd65d2933a1730c8a15bcb3e8b0c0d899cbed9b80207f;1c58620acd231ea3938063d886c6472fd748538caf9bf66060912570172f0096;18;structure;label;level;language_cross;2023-03-13;1678732657404993300,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.model.ContaPagamento.jad;ContaPagamento;CLASS;ContaPagamento.jad;Puts;br.com.itspay.proc0105.model.ContaPagamento;ContaPagamento;FIELD;idAccountCode;1c07b7ddb73fd8dfb8afd65d2933a1730c8a15bcb3e8b0c0d899cbed9b80207f;42453b30353e6eeba96704864fe0c4eb16d3d69500be965405b5296a1ded3459;30;structure;label;level;language_cross;2023-03-13;1678732657406994200,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.model.ContaPagamento.jad;ContaPagamento;CLASS;ContaPagamento.jad;Puts;br.com.itspay.proc0105.model.ContaPagamento;ContaPagamento;FIELD;dtUltimoSaque;1c07b7ddb73fd8dfb8afd65d2933a1730c8a15bcb3e8b0c0d899cbed9b80207f;5177ba40b4ea628d9c643c75f1799a66c8a180db8bf46136bf9f0545758bae91;22;structure;label;level;language_cross;2023-03-13;1678732657405994000,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.model.ContaPagamento.jad;ContaPagamento;CLASS;ContaPagamento.jad;Puts;br.com.itspay.proc0105.model.ContaPagamento;ContaPagamento;FIELD;produtoInstituicao;1c07b7ddb73fd8dfb8afd65d2933a1730c8a15bcb3e8b0c0d899cbed9b80207f;5d60f582796bd054f356827fc75ff9cb72de2f31b1014ffe7e9ef61f631a0f30;34;structure;label;level;language_cross;2023-03-13;1678732657406994200,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.model.ContaPagamento.jad;ContaPagamento;CLASS;ContaPagamento.jad;Puts;br.com.itspay.proc0105.model.ContaPagamento;ContaPagamento;FIELD;idProdPlat;1c07b7ddb73fd8dfb8afd65d2933a1730c8a15bcb3e8b0c0d899cbed9b80207f;6e664926463671c541c2a5f3a082baf5d65bc36c16243c1514cfaf69bdd942fe;26;structure;label;level;language_cross;2023-03-13;1678732657405994000,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.model.ContaPagamento.jad;ContaPagamento;CLASS;ContaPagamento.jad;Puts;br.com.itspay.proc0105.model.ContaPagamento;ContaPagamento;FIELD;idConta;1c07b7ddb73fd8dfb8afd65d2933a1730c8a15bcb3e8b0c0d899cbed9b80207f;c28007ed6d090871eaf3bd964fb417ba23d46ffee25416f96b177993eb6eee12;10;structure;label;level;language_cross;2023-03-13;1678732657403994600,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.model.ContaPagamento.jad;ContaPagamento;CLASS;ContaPagamento.jad;Puts;br.com.itspay.proc0105.model.ContaPagamento;ContaPagamento;FIELD;dtUltimaCarga;1c07b7ddb73fd8dfb8afd65d2933a1730c8a15bcb3e8b0c0d899cbed9b80207f;fc141fc0547257db3c7bda4af92ff7084ecc54589e520535aa5299f86713e382;14;structure;label;level;language_cross;2023-03-13;1678732657403994600,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.model.ContaPagamento.jad;ContaPagamento;CLASS;ContaPagamento.jad;Summons;br.com.itspay.proc0105.model.ContaPagamento;ContaPagamento;CLASS;ContaPagamento;1c07b7ddb73fd8dfb8afd65d2933a1730c8a15bcb3e8b0c0d899cbed9b80207f;71a73b17d4100a454ea00716733353f2692b4f30c73722f48fd17683cbb18cf2;9;structure;label;level;language_cross;2023-03-13;1678732657403994600,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0189.model.RegistroArqPreLancamento.jad;PreLancamentoRepository;CLASS;PreLancamentoRepository.jad;Imports;org.springframework.data.jpa.repository.JpaRepository;org.springframework.data.jpa.repository;IMPORTEE;JpaRepository;1c0a0b87279e36c7bebc3b7c9e2c9b77ce118bb7f5e7a8757213fb7e8921b625;dec311f6026ecaf8b1423947f8062ee5d2389ee7766d8b89ffb3f439072ebbff;3;structure;label;level;language_cross;2023-03-13;1678732657960045600,,,,,
system;system;system;system;system;system;JAVA;java.lang;ContaPagamento;PRIMITIVE_DATA_TYPE;void;Formats;br.com.itspay.proc0105.model.ContaPagamento;ContaPagamento;METHOD;setDtUltimaCompra;1c1a3c71f1b3210e30877769c361ffce428f0e5a2d1f3f16b6ee8ccd2a3cc992;0383b1bb09d890e4a907d6a93bbc6f67cd527cad69cf3f33fa2a8bc6bfe83c35;28;structure;label;level;language_cross;2023-03-13;1678704707661301100,,,,,
system;system;system;system;system;system;JAVA;java.lang;PreLancamentoLote;PRIMITIVE_DATA_TYPE;void;Formats;br.com.itspay.proc0189.model.PreLancamentoLote;PreLancamentoLote;METHOD;setIdUsuarioManutencao;1c1a3c71f1b3210e30877769c361ffce428f0e5a2d1f3f16b6ee8ccd2a3cc992;04ab40ef40a28ba97ed5b3bbe334f268ba2f5ee2428c01d7223a41e68f2dcd39;50;structure;label;level;language_cross;2023-03-13;1678704708166114700,,,,,
system;system;system;system;system;system;JAVA;java.lang;AccountBalanceResponse;PRIMITIVE_DATA_TYPE;void;Formats;br.com.itspay.proc0105.dto.AccountBalanceResponse;AccountBalanceResponse;METHOD;setBalance;1c1a3c71f1b3210e30877769c361ffce428f0e5a2d1f3f16b6ee8ccd2a3cc992;095467447ac4b6d67a57db3f05c7e54be4c08d3ee7901bb8b6e4a7cc10e43784;29;structure;label;level;language_cross;2023-03-13;1678704707568906300,,,,,
system;system;system;system;system;system;JAVA;java.lang;ProdutoInstituidor;PRIMITIVE_DATA_TYPE;void;Formats;br.com.itspay.proc0105.model.ProdutoInstituidor;ProdutoInstituidor;METHOD;setIdProdInstituidor;1c1a3c71f1b3210e30877769c361ffce428f0e5a2d1f3f16b6ee8ccd2a3cc992;099d5637fcc84cbdc46695c6e26bab965d6a15632b46b0cc853de43862c0fce3;37;structure;label;level;language_cross;2023-03-13;1678704707792474400,,,,,
system;system;system;system;system;system;JAVA;java.lang;PreLancamento;PRIMITIVE_DATA_TYPE;void;Formats;br.com.itspay.proc0189.model.PreLancamento;PreLancamento;METHOD;setIdLoteLancamento;1c1a3c71f1b3210e30877769c361ffce428f0e5a2d1f3f16b6ee8ccd2a3cc992;0d3cefc8ba79d867dbd031b5df63d5dc1def1af38bba5213228dd8ecfc2c1e57;21;structure;label;level;language_cross;2023-03-13;1678704708155109200,,,,,
system;system;system;system;system;system;JAVA;java.lang;PlanoSaudeProdutoVigencia;PRIMITIVE_DATA_TYPE;void;Formats;br.com.itspay.proc0105.model.PlanoSaudeProdutoVigencia;PlanoSaudeProdutoVigencia;METHOD;setIdVigencia;1c1a3c71f1b3210e30877769c361ffce428f0e5a2d1f3f16b6ee8ccd2a3cc992;0ed8ae07461ba414719938d7505eb5d0ceb6d0bc43ee2c498a34535f1f64639f;72;structure;label;level;language_cross;2023-03-13;1678704707768996700,,,,,
system;system;system;system;system;system;JAVA;java.lang;GetAccountBalanceResponse;PRIMITIVE_DATA_TYPE;void;Formats;br.com.itspay.proc0105.dto.GetAccountBalanceResponse;GetAccountBalanceResponse;METHOD;setSuccess;1c1a3c71f1b3210e30877769c361ffce428f0e5a2d1f3f16b6ee8ccd2a3cc992;0fcf07dd6a979769fd5981830ed47f4ab4319b1ae0fea2a6543aa4ff1612115e;12;structure;label;level;language_cross;2023-03-13;1678704707600472600,,,,,
system;system;system;system;system;system;JAVA;java.lang;PreLancamentoLote;PRIMITIVE_DATA_TYPE;void;Formats;br.com.itspay.proc0189.model.PreLancamentoLote;PreLancamentoLote;METHOD;setDataHoraManutencao;1c1a3c71f1b3210e30877769c361ffce428f0e5a2d1f3f16b6ee8ccd2a3cc992;14b2f9718e46d9eb00869772325ec58bb0354e24b3ab287c2687c8209188e6fb;43;structure;label;level;language_cross;2023-03-13;1678704708166114700,,,,,
system;system;system;system;system;system;JAVA;java.lang;ProdutoInstituidor;PRIMITIVE_DATA_TYPE;void;Formats;br.com.itspay.proc0105.model.ProdutoInstituidor;ProdutoInstituidor;METHOD;setIdUsuarioInclusao;1c1a3c71f1b3210e30877769c361ffce428f0e5a2d1f3f16b6ee8ccd2a3cc992;188239764012d332bc4c8e8c13b9e3180a681f2fa20f12ca3f355c1bb9c0aedc;58;structure;label;level;language_cross;2023-03-13;1678704707794506800,,,,,
system;system;system;system;system;system;JAVA;java.lang;PreLancamento;PRIMITIVE_DATA_TYPE;void;Formats;br.com.itspay.proc0189.model.PreLancamento;PreLancamento;METHOD;setIdConta;1c1a3c71f1b3210e30877769c361ffce428f0e5a2d1f3f16b6ee8ccd2a3cc992;18a808c88b5cfad20bc87ca5213ff7095d626e0d5a1c84df58ad9bbe782b4d8f;28;structure;label;level;language_cross;2023-03-13;1678704708155109200,,,,,
system;system;system;system;system;system;JAVA;java.lang;ContaPagamento;PRIMITIVE_DATA_TYPE;void;Formats;br.com.itspay.proc0105.model.ContaPagamento;ContaPagamento;METHOD;setIdConta;1c1a3c71f1b3210e30877769c361ffce428f0e5a2d1f3f16b6ee8ccd2a3cc992;1ac77d0ca7767bb97c917918e63c3eb3003043f291b71bf782333d2b392a60bc;14;structure;label;level;language_cross;2023-03-13;1678704707659209500,,,,,
system;system;system;system;system;system;JAVA;java.lang;DegloseContabId;PRIMITIVE_DATA_TYPE;void;Formats;br.com.itspay.proc0105.model.DegloseContabId;DegloseContabId;METHOD;setIdContabAnalitica;1c1a3c71f1b3210e30877769c361ffce428f0e5a2d1f3f16b6ee8ccd2a3cc992;1ad93db4d3fb46fb009b38a225eef41eb008f61b2ce25421633ae2d122073183;13;structure;label;level;language_cross;2023-03-13;1678704707695721900,,,,,
system;system;system;system;system;system;JAVA;java.lang;PlanoSaudeProdutoContratado;PRIMITIVE_DATA_TYPE;void;Formats;br.com.itspay.proc0105.model.PlanoSaudeProdutoContratado;PlanoSaudeProdutoContratado;METHOD;setDiferencaEmDias;1c1a3c71f1b3210e30877769c361ffce428f0e5a2d1f3f16b6ee8ccd2a3cc992;1c85b0b18ee9475d37f6f0c28366159dde65bbf47595093baeb559cd8147fe60;127;structure;label;level;language_cross;2023-03-13;1678704707748044200,,,,,
system;system;system;system;system;system;JAVA;java.lang;PlanoSaudeProdutoContratado;PRIMITIVE_DATA_TYPE;void;Formats;br.com.itspay.proc0105.model.PlanoSaudeProdutoContratado;PlanoSaudeProdutoContratado;METHOD;setStatus;1c1a3c71f1b3210e30877769c361ffce428f0e5a2d1f3f16b6ee8ccd2a3cc992;1df098cff44570826dcb3d37255f5a9d1eee7b22a73bc4c443d9cc3b2201a024;99;structure;label;level;language_cross;2023-03-13;1678704707744049400,,,,,
system;system;system;system;system;system;JAVA;java.lang;Credencial;PRIMITIVE_DATA_TYPE;void;Formats;br.com.itspay.proc0105.model.Credencial;Credencial;METHOD;setTitularidade;1c1a3c71f1b3210e30877769c361ffce428f0e5a2d1f3f16b6ee8ccd2a3cc992;1eae0b098b3548e009d0a3a6cbc6681c85eb492c99bca42bd0e37d92086fb7c8;52;structure;label;level;language_cross;2023-03-13;1678704707675631000,,,,,
system;system;system;system;system;system;JAVA;java.lang;ContaPagamento;PRIMITIVE_DATA_TYPE;void;Formats;br.com.itspay.proc0105.model.ContaPagamento;ContaPagamento;METHOD;setDtUltimaCarga;1c1a3c71f1b3210e30877769c361ffce428f0e5a2d1f3f16b6ee8ccd2a3cc992;20797798ac3d84b2ae4290c19bc40a8138a16a1351db01a45409125620d4d1b0;21;structure;label;level;language_cross;2023-03-13;1678704707660286200,,,,,
system;system;system;system;system;system;JAVA;java.lang;AccountBalanceResponse;PRIMITIVE_DATA_TYPE;void;Formats;br.com.itspay.proc0105.dto.AccountBalanceResponse;AccountBalanceResponse;METHOD;setLayers;1c1a3c71f1b3210e30877769c361ffce428f0e5a2d1f3f16b6ee8ccd2a3cc992;211865252c880d5eeeb8e48a57d5cc1c188f72a9a45d3d0d7d1fbf52fe142941;36;structure;label;level;language_cross;2023-03-13;1678704707569911500,,,,,
system;system;system;system;system;system;JAVA;java.lang;ProdutoInstituidor;PRIMITIVE_DATA_TYPE;void;Formats;br.com.itspay.proc0105.model.ProdutoInstituidor;ProdutoInstituidor;METHOD;setDtHrInclusao;1c1a3c71f1b3210e30877769c361ffce428f0e5a2d1f3f16b6ee8ccd2a3cc992;2483f99024e8244989b99622dd56f7c3319e0596b3969c6cafa19d6719e3ff68;65;structure;label;level;language_cross;2023-03-13;1678704707795523100,,,,,
